sentiment,text
0,urkullu ikusi mendizaleak kantatzen ari da itxierako mitinean
-1,urkullu indarkeria iragana da bizikidetza etorkizuna da via
-1,urkullu independentzia ongizaterako independentzia horren alde 100 urte borrokan daramatzagulako laletxe betiko aspirazioa dugulako
1,urkullu jana gatzik gabea adibidez hiztegira
1,urkullu jauna abokatu gabeko interrogatorioak legez kanpokoak dira zutik edo eserita normalizatua dagoe
-1,urkullu jauna duela lau urte proposatu zenuen galdeketa hura non dago bilboko portuan aparkatuta edo haizeak eraman ditu
-1,urkullu jauna entzun demokrazia gure alde dago
0,urkullu jauna entzun eta ikasi
1,urkullu jauna hemen behar duguna da madrilera begira dagoena baino herri honi begira dagoen gobernua
0,urkullu jauna ikasi behingoz zure gazteetaz
-1,urkullu jauna marihuana legalizatzearen alde al zaudeten esa pregunta no procede error error error error pumn
-1,urkullu jauna pasatu egin zera o ez
-1,urkullu jauna zuen beso armatuaren biolentzia arbuiatzen al duzutorturak erailketak atxiloketa arbitrarioakmanifen aurkako oldarraldiak
-1,urkullu jaunak egin esan duen bakoitzean txupito bat hartu izan banu oraintxe ospitalean nengokeen
-1,urkullu jaunak piloto automatikoa sartu egin du debatea ez den bakarrizketan dana tonu berean esaten du
-1,urkullu jaunak tortura zer den argitzen digu eskerrikasko jauna
-1,urkullu jaunari galdera eajren azken helburua independentzia da
-1,urkullu jokoz kanpo eta sortu eta ezker abertzalea y la europea
-1,urkullu juguetón haciendo ummm ummm
-1,urkullu kontxa de oro
-1,urkullu lau urteotan gizarte politikak bermatu ditugun
-1,urkullu legearen barruan koletilla madarikatua
-1,urkullu lehenadakariaren prentsa aurrekoa durangon santa anan n
0,urkullu lehendakari
-1,urkullu lehendakari
0,urkullu lehendakari argi eta garbi irabazi du
0,urkullu lehendakari azken lau urteak benetan zailak izan dira guztiontzat jaurlaritzaren xede nagusia izan da
-1,urkullu lehendakari en hemos sabido mantener el y el
1,urkullu lehendakari etb1eko eztabaidan 8500 milioi euro bideratuko ditugu plan baterako eta ekonomia
1,urkullu lehendakari etorkizuna zurekin eraiki nahi dut datorren irailaren 25ean emon botoa
1,urkullu lehendakari ezinbestekoa da iraganari buruzko hausnarketa argi eta kritikoa egitea
0,urkullu lehendakari gure konpromisoa idatzita dago datozen 4 urte hauetan guztira 8500 milioi euro
0,urkullu lehendakari lortu nahi duguna da gizarteak helburu honetan bat egitea
0,urkullu lehendakari por que bildu alaba tanto al lehendakari juan josé ibarretxe a que partido creen que
1,urkullu lehendakari primeran
1,urkullu lehendakari un voto de confianza un voto de futuro
1,urkullu lehendakaria arrasaten
1,urkullu lehendakaria egiko gazteokaz egon da gaur mariaren bihotza plazan
0,urkullu lehendakaria salatu dute gasteizen etxetik botatako emakume bat iraintzea egotzita
1,urkullu lehentasun bat da guretzako gazteentzako enplegua sortzen duelako via
1,urkullu manipulando datos eskerrik asko larrion
1,urkullu mendia eta garrido espainia gora eta behera maddalen iriarte europari begira
0,urkullu minus bat kakotx gehi
0,urkullu momentu batzuetan harroputz igerri dut
0,urkullu nik esan gura duta
0,urkullu oso lasai ikusten dut patxadaz bere argudioak josten
-1,urkullu patetico eta sortu eta ezker abertzalea eta puffff
-1,urkullu penagarria da arlo sozialean kaka zaharra bakegintzan besteei egosten ardura guztiakpoufindependentzia arloan potkulturan
-1,urkullu pilulatxo batekin banoa ohera ZZZ ZZZ ZZZ
-1,urkullu rajoyren estrategia kopiatzen ari da geldi egon kea saldu eta besteak izan daitezela saltsetan sartzen direnak
-1,urkullu rajoyrena egiten nahiko ondo ibili da baina debatea galdu du madrilen akordioak egiteko aukerak ikusten dituela esatean
1,urkullu salatu dute etxetik botatako emakume bat iraintzea egotzita
-1,urkullu sentitzen dizut baina esan behar dizut ez dugula euskal hezkuntza sistemarik hori izateko independentzia
-1,urkullu solo sabe compararse con españa euskal herria si quiere avanzar debe mirar a europa
0,urkullu sonriendo a raudales
0,urkullu telebista
-1,urkullu telebista
0,urkullu the clashen txistularia izan zen 1980an punka zainetan
-1,urkullu tortura justifikatzen 2016nhauek dira errelatoa idatzi nahi duten demokratak nn
-1,urkullu torturaz faxista youtube
0,urkullu ullibarri izango dan
0,urkullu ura botaten ardoari bere betiko mantran murgildaturik
-1,urkullu urduritzen denean bere benetako sen harroputz eta jauntxoa ateratzen zaio pnv eh ez da batzoki bat
0,urkullu vendiendo humo
-1,urkullu xlx mendeko independentziaren lokatzetanblah blah blahez jauna espainiak edo frantziak orain dutena nahi dugu
-1,urkullu zer deko denbora extra
0,urkullu zuen semealabak lanera atzerrira joan behar izatearen beldur zaretennn
-1,urkullu”datozen lau urte hauetan 331 milioi euro inbertituko ditugu hau da gure konpromisoa via
-1,urkullu178 milioi euro inbertitu ditugu azpiegiturak eta teknologia hobetzeko via
-1,urkulluadostasuna eta ituna da bidea via
-1,urkulluardura konpromisoa elkarlanahori da euzko alderdi jeltzalearen hitza eraiki euskadi via
-1,urkullubaliabide guztiak erabiliko ditugu gasteizek modernizazioaren trena hartzeko via
-1,urkulluberdintasuna sustatzen jarraitu behar dugu gizarte osoaren mesedetan via
0,urkullubide onetik goaz jarraitu behar dugu euskadi aurrera eraiki euskadi via
0,urkullubihotzez harrotasuna sentitu dut mundu zabalean euskadi ordezkatzen via
1,urkulludatozen lau urte hauetan eginkizunak eta inbertsioak areagotuko ditugu hitza ematen dut via
0,urkulluegin dezagun bidea bai hemendik ohera
1,urkulluenplegu gehiago eta hobea langabezia 10tik jaistea hori da gure ilusioa via
1,urkullueuskadi auzolana da hemen elkarlanaren bidez euskadi berri bat eraikitzen ari gara via
1,urkullueuskadin bide onetik goaz ez gaude konforme hobetzen jarraitu behar dugu via
0,urkullueuskadin gobernu sendo eta indartsu bat behar dugu via
1,urkullugure helburua da giza garapen gehiago giza oreka gehiagorekin via
-1,urkullugure lehentasuna da enplegua gehiago eta hobea lortzea eta emandako hitza beteko dugu via
1,urkulluikerketa bakarrik zerbait ekoizteko bada
0,urkulluk beldur eszenikoasortu dizureberentzi batekin agurtzea besterik ez zaizu falta izan
0,urkulluk bere posizionamendua argitu behar die herritarrei
0,urkulluk daukan aliatu bakarra aurkezlea izateak ematen du
1,urkulluk dio hauteskundeak irabaziko dituenan
0,urkulluk dio kongresuko osaeragatik aukera berri bat sortu dela euskadi nazio gisa aitortzeko seguru
-1,urkulluk dio ren erritmoan independentzia agian posible dela 2889 urtean ojo agian
-1,urkulluk ekintzen bidez erakusten jarraituko du k gasteiz euskadiko hiriburuarekin duen konpromisoa
-1,urkulluk eta eajpnvk i25ko hauteskundeei begira jaso dute nazioarte mailako hainbat alderdi politikoren b
-1,urkulluk euskadin autogobernuaren akordio zabala adostea eta estatuarekin akordio hitzartu beharra aldarrikatu du
-1,urkulluk hitz egiten duen bakoitzean pnv bozkatu zuen independentistari 17 ile erortzen zaizkio
0,urkulluk hitzeman du euskadi genero berdintasun rankingean laugarren tokian egon dadila lortzeko lana egingo
-1,urkulluk maddaleni sorturen izenean esan dezakezu nurkullu jauna sortukoari mozala jarri diozue
1,urkulluk ohartarazi du euskal ekonomia eta industria ez daudela abentura esperimentu edo burutazioetarako
1,urkulluk vitoriagasteizen hitzeman du osasun gastuetan euskadi europako bataz bestekoaren gainetik egongo de
1,urkulluk vitoriagasteizen hitzeman du osasun gastuetan euskadi europako bataz bestekoaren gainetik egongo dela
-1,urkullulortu nahi dugun helburua ezaguna da enplegu gehiago eta hobea via
0,urkulluren aldeko botoa eskatu du erkorekak lekeition
-1,urkulluren gobernuak hezkuntzan egindako 211 milioi euroko murrizketak salatu dituzte
1,urkulluren gobernuak hezkuntzan egindako 211 milioi euroko murrizketak salatu dituzte bidez
1,urkulluren tontakeria berria berria ez den berria
1,urkulluren twitter kontua jabea bezain grisa da n
1,urkulluren ustez eajpnv da egonkortasun hazkunde eta modernizazioaren bermea” via
1,urkulluri ez zaizkio ezta kilimarik eginbera aldiz hostiak ematen irribarrea tontoana ez
-1,urrez oroeguzkiak yantzia bolzileiotikjosé maria aguirre lizardi de su obra biotz beigietan en el corazón y
-1,urte dexente batzuk darama erakusten eaj k bere aurpegi mas egoañolistaez da gaurkoa bakarrarik
-1,urte luzeak daramatzagu entzuten herri honek ez duela presarik izan behar eta orain urkulluk dio independentzia ir
-1,urteko egunik handiena 2016 arafat mendia meka izan erromeria zehar via
0,usabiaga lotsagarria zara ri defendatzen eta berba emoten jarraiki
-1,usabiagak datorren debatean postua lortu du aurkezlearen papera egiten ez badu pnvren ordezkariarena
-1,uste dut 44000 familia horiek ez dutela gauzs bera esango
-1,uste dut dio k espainiako indarrak ikusita badagoela aukera berri bat nazioaitortza adostu ahal izateko
-1,uste dut miribillara galaxia osoko jendea etorriko delabegira lagun batek bidali didana
0,uste dut miribillara galaxia osoko jendea etorriko delabegira lagun batek bidali didanan
-1,uste dut ren ibilbide politikoa ez litzatekeela berdina euskaraz ez baleki arlo profesionalean asko lagundu diola esango nuke
-1,ustelkeria ibex35 sotana trikornio eta borboien erregimen honek ez du erremediorik ustelduta dago bidali pikutara bozkatu eh bildu
1,utopia beti jarraituz igandean irabaztera nsiempre siguiendo utopías el domingo a ganar
0,utzi argumentuak urkullu jaunari bukatzen ondoren beste gai batekin jarraitzeko
1,utzi gatazka modu elektoralean erabiltzeaz geroz eta gertuago zaude pp ta psoetik
1,uuuuu k bere lekuan jarri du anderea bozka ziztrin batzuen truke egindakoagatik
-1,uzten dizuet nere iritzia honi buruz
0,vale
1,valkiria de psoe
-1,vamos a seguir cuidando de este país zaindu maite duzun herri hori urkullu
-1,vamos boquita que podemos
-1,vamos con el aurrera urkullu
0,vamos q te mola zuek nola ikusten zuie kiko eskua luzatuta pugna destituyente batean eun bearrean
0,vamos que te están esperando
0,vaya semanitako gidoilariek egin dizue bideo kutre hori que digo si el puto vídeo os lo han hecho los de vaya semanita
1,vergonzosa respuesta
0,vergüenza tienen poca
1,video a
0,vídeo entrevista completa a candidata a lehendakari de
-1,video sin parar movimiento aurrera
1,viendo a en el debate de la etb sat mi más sincero apoyo a nire lehendakarigaia
0,villabonan pankarta rekin irabazteranigandean bozkatu n
0,visavisean hobeto moldatzen da halere ze formato aspergaaaaarriaaaaaa
0,visca la república de euskal herria
0,visca la terra
1,visca la terra lliure
0,visca la terra lliure
-1,visca la terra lliure
0,visibilizando durango
1,vista alegre bcn
1,vitoriagasteiz con iñigo errejon y pili zabala en directo vía
1,voluntad política más que capacidad
1,vomitivo
0,vosotros asesinasteis en navarra a de 3500
1,vosotros pretendéis gobernar me dais vergüenza
1,vota a pili zabala la esperan en el parlamentonnvota
0,vota por lo tuyo nbozkatu eajpnv nurkullu lehendakari nnn
-1,vota urkullu lehendakari aski da loudly_crying_face nafarroakoa naiz ta ez zaitut bozkatuko utzidazu pakean tuiterrean zuen bideotxo horrekin face_screaming_in_fear
-1,voto en contra de batidas en ayunt de karrantza
-1,vox face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
1,voxppcsek ezingo lukete zuen bideoa hobetu eskerrik asko zuen benetako aurpegia erakusteagatik
1,vuestra candidata me ha bloqueado esta es vuestra democracia
-1,wait see
0,warning adi warning n envelope_with_arrow bihar irailak 22 arte luzatu da posta bidezko boto arrunta hautesmahaietara bidaltzeko epea envelope_with_arrow
0,warning adi warning nbihar arte luzatu da irailak 22 posta bidezko boto arrunta hautesmahaietara bidaltzeko epea
-1,wazemankekoek egin dizute bideoa otso elebakarraren alegia by koldo sagasti via
-1,willyrex lehendakari
0,winking_face winking_face
1,wtf bide legalak mugarri jarrita espainiar konstituzioa nola egin dezakegu erabaitze eskubidean aurrera
1,xabi solano hernanin eh bildu
-1,xabier usabiaga debatea zuzentzen nerd_face nerd_face narnaldo otegi bakarrik falta zait guztiz katxondo jartzeko
0,xabier usabiagak moztu eta birgaldetu ditu hautagai guztiak eta bereziki desatsegin iriarte lankide ohia urkullu ez du molestatu jakiña
0,xau arnaldo
-1,xavier garcia albiol txalotzen neaj barruan abertzalerik gelditzen dannalbiol smiling_face_with_heart-eyes urkullu
1,xede nagusia ez dute berdina esaten ehunka familiek
1,y
0,y a ella claramente no le han exigido ni b2 ni pollas para darnos la tabarra en
0,y arnaldo otegi en el alkartasun eguna flipa
-1,y buen tiempo
-1,y coversan sobre araba gora gasteiz
0,y de izquierdas
-1,y de los q no sois vascos es inadmisible
-1,y de paso euskaldunizemos las áreas no euskaldunizar impongamos una toponimia falsa karrantza las karreras kobaron
1,y donde esta
0,y el soe acobardado
0,y en eso tiene razón
0,y haciendo pucherazo
1,y han visitado
0,y lo dice el partido q gobierna en el pueblo con 23 d paro sestao
-1,y nconversando sobre araba
0,y no estamos somos
0,y no lloro
-1,y pa uno ke kiso hazer ibarretxe le dejasteis tirau komo a una kolilla pa ir corriendo a los brazos del psoe
-1,y para nosotros y nosotras una gozada
0,y su hipócrita postureo
1,y tanto menudo bluff
-1,y toma y dale milloarekinn
-1,y tu
1,y una mierda
-1,ya das guerra xdnn n 25n 21 n 12n 6npsoe 10n
-1,ya disappointed_face disappointed_face disappointed_face disappointed_face
-1,ya en la herriko plaza viendo el mitin de y
0,ya esta puesto y visiblen euzkadin n barakaldo
0,ya estamos llegando beaming_face_with_smiling_eyes flexed_biceps
0,ya ha comenzado
0,ya hemos empezado a votar nn
0,ya hemos empezado a votar nnurkullu lehendakari
1,ya le hizo la misma pregunta al psoe
0,ya tenemos otro patxi lópez 20
1,ya ya tienes razon
1,yaya eso será
1,yel lunes
0,yo diría que os pone je je
-1,yo hice muchos
0,yo pensaba que había sido mendia
0,yo sí creo en euskadi
0,yo si creo en la independencia la del siglo xxi argitzerik bai
0,yo si creo en la independencia la del siglo xxi argitzerik bai
0,yo zu txita
0,youtube durengoko gaztiok diogu
1,z rekin taldelanean egindako hausnarketa 103109 orrietan euskara dokumentuan
-1,z rekin taldelanean egindako hausnarketa 111115 orrietan euskarazko dokumentuan
0,z rekin taldelanean egindako hausnarketa 117123 orrietan euskarazko dokumentuan
-1,z rekin taldelanean egindako hausnarketa 122133 orrietan euskarazko dokumentuan
0,zabala — bien
0,zabala bere etxean apunteak ezin topata egon da eta oin ba entera barik ibili behar
0,zabala entre carteles de otegi en zarautz
0,zabala ez du ikasi ondo gaurko arloakurkullu gobernuko dato egokituak manejaten ditu makillaje asko
0,zabala hizkuntza politika lurralde bakoitzaren egoerara egokitu behar da
0,zabalaalonsoren aurrez aurrekoa etbn berez mintzo den isilune ikaragarrian
-1,zabaldu bideu botuk errezoik irribarri ndomekan bozkatu n
0,zabaldu bideu botuk errezoik irribarrindomekan bozkatu n
-1,zabaldu bideu ezta beste aukeraikndomekan bozkatu eh bildun
0,zai egon beharrean martxan jarri behar dugula pentsatzen duzuenon aukera da
0,zalantza bat nork hitzegiten du euskaraz okerrago anuntzioko gizon gizarajoak edo mendia andreak
1,zalantzarik gabe
1,zalantzarik gabe putinen alderdia eta eaj dira mundu osoan hauteskundeak erraztasun handienez irabazten dituztenak
1,zalantzik gabe urkullu hautagai sendoena izan da gaur ere bai
1,zalaparta asko ta z gutxinhemen duzue ren eskaintza
-1,zaldibiko gazteok argi dugu euskal herriarentzako proiektu sendo baten alde gure bozka ehbildu egin herri
1,zalduondon zeledonen herrian ta gustabo herriko alkatearekin
0,zapla ederra gaur n ta ri
1,zarauzko euskal jaiak ospatzen eta bere taldearekin
1,zasca a pnv y psoe jaja seguro q el psoe sale ahora pidiendo arreglo jajaja
1,zasca de urkullu a la demagogia de larrion
0,zaska de a
-1,zaska muturrean hautagaiak andreari honen erantzuna euskara denbora galtzea da berak ez du gehiegi galdu ba
1,zatarra esan nahi nuen
-1,ze diskurtso earra arrazoi pertsonalak politikoak direlako bozkatu
1,ze garbia dagon lasa ta zabala hiltzea agindu zuen ren ta bere entierroan senideak jipoitu zituen ren
-1,ze gartzia hori ez da abizen euskalduna garcía betidanik
-1,ze gutxi falta den doña casildan elkar ikusteko euskadi eraiki dezagun eta ren eskutik pnv
-1,ze haundia den arnaldo faxisten tontakeri horri humorez erantzuten
1,ze morro daukezuen ondo pasa winking_face
-1,ze neurri hartuko dituzue pertsona errefuxiatuak gurean jasotzeko ala geratuko zarete espainiak agindutakoaren zain
-1,ze ordutan amaituko da bihar barakaldokoa
1,ze pausu eman dituzte gobernu espainiarrak eta psoe eta pnvko lagunek bat bakarra ere ez
1,ze peli da markel
1,ze polita ngazte zoragarriak ditugu motibatu ditzagun red_heart red_heart red_heart red_heart
-1,ze tristea zu ados egotea bideo nazkagarri horrekin
0,ze txulito urkullu ezta
-1,ze zaila den batzuentzat eta gabe debate batean parte hartzea pp ta pse galduak ez lo siguente
0,zebao mendia fiskalitateak ez du inporta euskararen inguruan aritzea denbora galtzea dabozkak ala nazkak jasotzera jun da
0,zeeeeer galdu naizwhat are you talking about dear euskañol is different
-1,zeharo ados igan inbertitzea funtsezkoa da k biziberritzeko 800mko funtsa inbertitzea ere proposatzen du12
-1,zehatz bezain argi erreskate soziala burujabetzabakeagobernantza etorkizunaren eskaintzaproposamenak
-1,zehaztasun bakarra maddalenena eta kin bakea erabakitze eskubidea eta justizia soziala
-1,zein aldetan zaude zu y en qué lado están y
-1,zein da ba
1,zein izenekin aurkeztu beharko luke ek hemen
1,zein liburu ta diska gomendatu dizue
0,zein vichya den zuenan
-1,zeinek manten dezake gaurko debatearen ondoren ere k independentziaz bakarrik hitz egiten duela eta proposamen zehatzik ez duela
0,zeinekin banatu bai baino
0,zeitzik dau hain gustora eaj españen ba 30 urte estatutue beteteko negarrez
0,zelan doaz patxiren euskera klaseak
1,zelan euskal osasun sistema publikoari buruz hitz egiten baduguhemen gure neurriak
0,zenbakiak eta datuakez hitzak eta eslogan hutsak
-1,zenbat ikaslek ikasi al dute n karrera guztia soilik euskaraz eta gazteleraz uste dut erantzunak argi daudela
-1,zenbat iraunduko du
-1,zenbat molatzen duen ko gazteen bideoko musikaknbadugu negurako temazoa party_popper musical_notes party_popper musical_notes n
0,zenbat urtez ein dia horrela ta zer gerratu zan ilegalizazioa ta eaj ta eapainia botere gehiagorekin ongi izan
1,zenbatetan ez du egin dagoeneko
-1,zentratu ditzagun debatea non zentratu behar den face_with_open_mouth sad_but_relieved_face face_with_steam_from_nose
0,zentratu ditzagun debatea non zentratu behar den idoia mendia
1,zentzuzko solasaldia hizkuntzak jakiteari buruz euskara ikastea debaldeko izatea ados n
-1,zer
-1,zer ari zara madrileoekin sukaldatzenez duzu egia esaten madrilekin hitzartu daitekela esaten duzunean
0,zer da birus gaizto bat entzat ezer ez osatu laster eta jaso musu handi bat osatzen dugun guztion partez
-1,zer da idoiak esandakoaren itzulpena face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
0,zer da librezer da justuzelan uztar daiteke hau ortuzarrek abcn esandakoarekin ta aste honetako bi etxekaleratze horiekin
0,zer da urkullu
-1,zer dela eta moderatua deitzen diote kontserbadorea esan nahi duteneann
1,zer diote alderdiek ri buruz 13
0,zer diote alderdiek ri buruz 23
-1,zer diote alderdiek ri buruz 33
0,zer diote eta euskararen inguruko eztabaida faltsu honi buruz
0,zer dira bateragarriak
0,zer dira emakume monoparentalak
0,zer egin euskeraren alde lazkao txikik euskeraz hitz eginbehondeigula
0,zer egingo dute eta irailak 26an independentziaren aldeko ekimen baten aurrean
1,zer egingo luke k zuek gabe balloon balloon balloon balloon balloon balloon smiling_face_with_heart-eyes eskerrik asko abanto
-1,zer egingo zaio tipo ezin serioagoa naiz ta ez dut inoiz ezagutu nik baino barre gutxiago egiten duenikurkullu komikoa da nire aldean
0,zer egon daiteke ilusionanteagoa herri batean zerotik estatu bat osatzea baino eta n
-1,zer eitxozu ba euskerazko debate baten
-1,zer esan handia eman du idoia mendiaren euskararen aldeko plan berriak en aurkeztutakoa
1,zer esan nahi du elefante azala duela esatean azal hori gogorra dela
-1,zer esan nahi duzu berdin diola gaztelania jakin ala ez
1,zer esango luke legeak upydk egongo balitu parlamentario batekin ba hitzarmenetan ere ez
-1,zer ez gaitu inork geldituko
0,zer iruditu zaizu k torturaren inguruan egin duen aipamena ertzaintzaren ingurukoak noski
-1,zer nahi dute csekoen boto ziztrin batzuk bereganatu
-1,zer proposatzen dezu osakidetzarako rgia norin eragingo zion ze baldintzatan ez dia batere zehatzak zuen proposamenak
-1,zer uste duzu ez dugula gure errealitatea ezagutzen gure proposamenak egingarriak ez eze eginbeharrekoak
-1,zerbait esan beharko dute k eta k ren bideoari buruz bazkide izan dira eta bazkide izango direla dirudi
-1,zerbait folklorikoa delako benetakoa etb2koa delako
-1,zerbitzu publikoak babestu behar dizkiegu herritarrei
0,zerbitzu publikoak euskaraz ezin jaso eta gainera hau entzun behar nazka
-1,zeresana jarri du pseeeren bideoak adierazgarria urgell sailburu ohiaren iritzia
0,zergaitik bozkatu behar duzu irailaten 25eak hemen hainbat arrazoi
-1,zergaitik ez dago pp
1,zergatik administrazioan euskara ezinbestekoa ez izateko proposamena k erantzun
-1,zergatik alderatu euskadi espainiarekin eta ez frantziarekin
0,zergatik bozkatu eh bildu
1,zergatik da idoia mendia pseren lehendakarigaia euskalduna delako ez al da hobetsi behar politikari ona izatea
0,zergatik eajk ez du pentsioen inguruko eztabaidarik nahi euskal herrian jurkiola cruiz labpentsiodunak
0,zergatik ehn ez da derrigorrezkoa izan behar euskara jakitea postu bat edukitzeko ta bai gaztelera lotsa emoten dozue
-1,zergatik ez du eajk ez du pentsioen inguruko eztabaidarik nahi euskal herrian
1,zergatik ez zuen bere etxea erakutsi saio berean
-1,zergatik guk bezalako epc duten herriek euskadi baino gizarte politika askoz ere hobeak dituzte
-1,zergatik itsason bai igeldon utzi ez zutena
-1,zergatik kontrajartzen dituzukonpatibleak diraindependentziarekin gure tresna propioak justizia handigoa edukitzeko
-1,zergatik ote
0,zergatik ote euskaraz ezinezkoa dela vascos y navarros esatea hauek pp ta psoe baino arriskutsuagoak dirudite
0,zergatik ukatzen diegu pnvpppsei boto emaileei ideologia bat dutela eta horren arabera ematen dutela botoa
-1,zergatik zaudete euskararen kontra zergatik
1,zerrendaburuak sorpresa izan dira kanpainan baina ere ez da atzean gelditu 
0,zertan bereizten dira orduan eaj eta esaterako podemos
-1,zertan zabiltzate barkatu baina ez dut ulertzen
0,zertarako dauz alderdi ta mugimendu eraldatzaileak betiko poteredunei eskua luzatzeko ez dut ulertzen
-1,zertarako milioikadak bideratu gazteentzathorrelako etxegabetzeak gertatzen badira jauna
1,zestoako ekitaldiko bideoa n
0,zeuen sistema inposatu baino lehen geure hizkuntza ikasteko esfortzu txikiren bat egin beharko zenukete
-1,zihur eta oso ondo egingo duzue ere bai besarkada bat
0,zihur nago ezker abertzaleko topo bat dela podemos barrutik lehertzeko
-1,zipli zapla
1,zirrizarra ri eta ri buruz
-1,ziur baietz peio
1,ziur nago pseeen ere ez dutela sinesten hori da makurrena
0,ziur nengoen igandean bozka emango nuela ri baina iada horrelako txorradez nazkatu naiz abstentzioan
0,ziurrenik bera izango da lehendakari baina ez zait ba niri asko gustatzen
0,zoaziela pukutara guzurtiak zuen eredua fmi ta bm dira eta bankuak erreskatatu ta zipaioak desjabetxetara bialtzea
1,zoazte popatik hartzera zuen muinekoarekin batera promocionado por mcs33
-1,zonalde ezeuskalduneko eta mistoko herrien izenak gaztelera hutsean aldaketa non
-1,zorionak
-1,zorionak abanton burutu duzuen kanpainagatikorain gallartan trikia puxikak ta afariaeta igandean bozka
-1,zorionak azken lau urteetan lortutako garaipena etortzen diren lau urteetan indartzea opa dizut hamaika mila esker lehendakari
-1,zorionak egindako lanagatik uzta jasotzen ari gara dagoeneko era itxaron gabe ilusioa tonaka
-1,zorionak egun ona izan aurrerann
1,zorionak eta zorionak ekipoa
1,zorionak eztabaida eredu bikaina ren monologoarekin telebista zoragarria jeltzaleena epa euskaldunona barka
1,zorionak gaur berriro ren proiektuan sinisteaz gain zugan sinistu dezadan lortu duzun
1,zorionak iñigo
1,zorionak iñigo ko urkullu kaletik party_popper wrapped_gift birthday_cake
1,zorionak iñigo ko urkullu kaletik 󾔑 󾔑
0,zorionak lehendakari
1,zorionak lehendakari
1,zorionak lehendakari
1,zorionak lehendakari
1,zorionak lehendakari bilbotik hoberenea opa dizugu birthday_cake
1,zorionak lehendakari nberezia zalantzarik gabe urtebetetzea kanpainan bertan izatea
-1,zorionak ondo pasatu eguna hurrrengo igandea irabazi segugurunez
1,zorionak pentsio duinaren defentsan nahiz eta pnvpppsoe kontra egon
1,zorionak urkullu lehendakari zure ondoan izango gaituzu euskadi eraikitzeko
1,zorionak urte askotarako
1,zorionak zure isiltasuna oso pedagogikoa izan zen
1,zorionak zure urtebetetxean lehendakari urkullu 󾬔 check_mark_button u
-1,zoriontzekoa da k euskara ikasta baña ez du mailarik debatean egoteko errespetu falta etengabea da hau entzutea
1,zoritxarrez
1,zornotza ha sabido gobernar con rigor templanza y seguridad en tiempos muy difíciles
1,zorte n i ninhabilitando
1,zorte naurrera n
-1,zorte on zertarako
-1,zorte on zuen parlamenturako hauteskundeetan eta good luck to eaj egi for the parliamentar
1,zu ezingo zinateke hauteskundetara aurkeztu ezta bozkatu desobedientzia egon ez balitz
1,zu ezingo zinateke hauteskundetara aurkeztu ezta bozkatu desobedientzia egon ez bazen
1,zu idoia mendia daukazun euskara mailarekin funtzionario izateko zail daukazu ulertzeko chungo chungo
0,zu zea gure lehendakari antiguan ere herria egiten besarkada bat
1,zuek eman botoa ri neuri bost nik pacmarekin gutxiengoan sinatuko ditut neuretzako legeak
0,zuek ere ados zaudete zuen taldeko mezu honekin la imposición del euskera
0,zuek zein ostia zaretela pentsatu duzue euskal hiztunak estigmatizatu eta inposatzaile gisara izendatzeko
-1,zuekin gaude maitasunez
1,zuekin zuengatik zuentzat
0,zuekin zuengatik zuentzat twittercomlz3qfdopry zuekin zuengatik zuentzat
0,zuen elebakartasun politikek eragiten dute bazterketa euskaldunok euskaraz bizi nahi dugu
-1,zuen erruagatik darrai ppk boterean botatzeko aukera eduki eta alperrik galdu zenuten
1,zuen hizlariak gaizki esanagatik ere txioa euskaraz jator idaztea bazenuten
1,zuen hizlariak gaizki esanagatik ere txioa euskaraz jatorki idaztea bazenuten
1,zuen jarrera ta politika da euskara baztertu ta zapaldu duenan nn
-1,zuen logoan ahal dugu argiago egonez gero gardentasun ikusezina izango litzateke
-1,zuk ba etzenuen aukera askorik galduko ejko sailburu izanda holako euskera maila ziztrinarekin
-1,zuk badakizu
-1,zuk ri ez diozu eskatu esanetara egotea baizik eta subjetua bera sortzea nire ustez motorra ez da
-1,zuk zeuk esan duzu kazetaria ona dela eta neri ez zait subjetiboa iruditzenzurea ezta defenditzeko era izango
0,zumarragan jaioa eta antzuolan bizigertu eta hurrun2 eredufagor arcelorkoop edo kanpo kapitala
-1,zur eta lur geratu naiz psoeren bideoa ikustean tristeena da badagoela ados egongo dena euskara lanerako behar eta ikasi nahi ez duenak
0,zure bizimodua zurea da ez duzu kasurik eviten ez dituzte gezurrareekin irabaziko
0,zure bizimodua zurea ez duzu kasurik egiten ez dituzten gezurreekin irabaziko
0,zure erantzunaren zain nago estoy esperando tu respuesta
0,zure euskara hobetuko bazenu mesede galanta entzun behar zaitugunontzat vía
-1,zure ingurua oso euskalduna bada gaztelera indartu behar da ikastetxeetan pse ee
0,zure ingurua oso euskalduna badangaztelera indartu behar da ikastetxeetann
0,zure iritzia garrantzia da bainanimatu eta inkeste beten n
-1,zure iritziak garrantzia dunn nn animatu t inkestan parte hartunn
-1,zure izena 18gaz agaramendiri entzun nionberak zugan ikusten zuen argia izango zara euskadiren etorkizunerakozorionak
1,zure konfiantza eskatzen dizut euskadi eraikitzen jarraitzeko
1,zure konstituzioak honakoa dio
1,zure pangearen hitzaldi kartografikoa
